category,sentence
0,32495402123947895 6845495 6845494 29301 435611595891 6845493 29301 435610545523 6845492 29301 146829763403155402281608560 6582835 29301 111542271238510 6581810 29301 7564659 7631665 29301 133506465689452 530849480678967343673958 1685024615 29113321704812397 1918985572 
0,121399204406631 7955570 1885956211 1886220131 
0,7809651225044152168 24932 121437875889522 29113321703962213 
0,1936943472 29113321654083956 28555869274858866 500068609904 512970617961 1684104562 2128613523193266921826 
0,24932 7104887 
0,435593246561 
0,1685024615 2037171606206283015777 133519602446178 29113321654083959 7954788 111477644881776 8386654075301880417 1701536119 1700946274 
0,140723798091775788118733932 28016 30796742675622262 111481940309103 30574 27753 7628916 1701669236 
0,32496501869798497 
0,7306354244010798952 8391162081313126259 6582119 28258996757815660 7368033 504464236919 500069458280 7628141 121424957302128 29113321535923570 6779757 465491357549 6582119 461228831331 495622778730 7955438761681579367 
0,7959906 573517516354536299654242 1684828002 448345042804 7959906 7959906 1952937068 1768319351 1684107369 1952937068 
0,31078157572991092 
0,1635346792 1937207144 444234035047 521543775603 107079598761569 1701867368 1852405345 1685024615 1701669236 6777186 125780104079731 6777186 1936943467 
0,1701669236 8606223248749588340 
1,418464555383 448412344684 8386098757504690275 111516298932077 474315452268 113723913304180 1685221239 1952540771 1684956531 859322424 28003 28528 7892834 925970996 121424705384300 6369655 6715958 13873 29118836472557873 1685480306 
0,6383715 32010435959201155956454552945 131090225952821055678670964 135925947604787018850263394 30051 31073746742960499 521543775592 7307489979393008180 1702260588 7234922 7895160 107144208216944 6779500 8317708060515790704 
0,6778223 6648929 
1,128017496502901 6581810 32774712454313057 32760367514808163 30069 7237495 512014846015510213141187 60688094518780104788687152 13410 18692373253297453418400029703334605730461717506911687957237470957752121846192404623062519801216194639730804270313523 61172203676013 12341 
0,8749496146326612324 7627361 1937207154 3166872515 
1,599354030750567440946338419190951779 29301 28258979761190753 3158069 25699 8318822960726372214 32763700187574833 474107080027869125113191 1701147238 521611275877 3158065 2037148535 2002874980 7633012 426970936685 232837363512 
1,8386654075301556067 111516298932077 12593 495673699949 128038972186988 7020108456450617197 418380476270 1701147238 111516182736740 1936615789 1954047348 111494907916911 32482212363526516 1954047348 7738135660106375523 111559349986674 32480064979559794 
1,128017496502901 1819042147 58279742809757341124147504 7308895159531233644 9622006770981083280355040784227 418665554537 34165556075327336 206966894641 1752392035 499984201569 521515500515601276497763 6644083 7562100 28528 7892834 3420980 3369843 7370552 3159345 7172208 14385 
0,495773117552 
0,549830962470251877854821 1685612902 1952937068 448629993325 7453010343295412339 469986997346 1851877998 2147704011482257451382 29559 27745 1852077427 
0,111546515943267 495673696621 7954788 32199698121058403 448629993325 114844899371366 
0,7827319 500068280676 121424856313699 29301 461195539046 1886349411 
1,29301 111477728045155 7235959 207050941123 2037148535 7453010364988352627 435493695603 7633012 1886349427 241444597816 1935897460 2219607747778888969490725397297015 7310012224959116643 60683298581214463545260080 7743781436640032817 
0,2055618351366786740078 444234033268 126939460433011 1701210476 1919508838 
1,127979059635571 32199689414468705 32760367514808163 431349130869 30506385890701938 126905251096692 29301 131075800596913234884522099 830484970569592227240274781865601776840598568555668091856358027207464792215637735728 
1,1634494829 219888838497 111482023930978 27509 7890291 27509 1937339751 7239014 1954047348 461379826797 15816707603446070 32783538796376115 7631665 435493692981 207050875587 545219922727158805655145 281504017058049940313515416877819240 
0,7105641 444234037107 7629154 126888071227508 1701994851 444318509414 
0,110386907865463 521577455976 1918985593 110386907865463 1802264948 465490634092 111477645534305 2037539175 499984920691 121424957302128 7105641 1885958772 1868723312 1701867368 1685024615 1700946274 1702260588 24953 
0,7234303221339941222 1802661751 
0,8606223248749588340 444234035047 28554816823584884 1819042147 8606223248749588340 
1,1819043191 28268862380666469 7809639104528148079 2037149552 7308901791011072370 125848706117475 1734437990 7497081 111516298932077 1954047348 1701736308 1734437990 245772661816 128047729897583 7633012 6778469 3617015269059751778 132453321748855 207050875587 
0,110386807269488 125779768604014 
0,7239031 521610423905 6779757 7628385 32765890658201460 
0,1685024615 1701669236 1701013870 7629154 8314892193905337719 111494907914339 24953 
0,28537 125780121053299 
0,126922397999459 1801677168 7105641 444234037107 6714229 7629154 
0,1819047270 1952540008 24944 28259069855821921 7104879 24944 
0,461230142579 24932 111516215175533 24932 7827314 24932 1684955496 1701079411 24932 29804 
0,1684627820 119183001151841 1953719666 
0,111481939256676 7630711 2036425826 7105641 1651470960 7566698 32199646364659574 7172710 121398986172790 29113321570268531 
1,29118836290974310 7633012 1819042147 241461376568 469919427683 110442424264050 495841537896 1802264948 1701669236 435644491888 35544129979629744579316535842025205036403 1936877619 13873 135926022618156401651840115 
0,7955816 29113321670403430 125780071048546 122541413789544 521543775592 512970616161 121399069205862 7105641 118121959027817 144119449592722570846421691991344443252 1852662116 7168361 474215965036 30506385823524194 431198728034 112628864413548 7763308 2021161080 
0,1953394532 1851878512 29113321888248947 499967813998 133506582671984 1702125932 
0,121399204410736 24932 1701736294 
0,6845496 126948234584419 7173217 1801677168 1920298856 
0,1634230632 7234916 1684826227 521325014900 6645095 7173742 24940 525687415147 7239012 1684957549 1852403559 2054840682 7304047 110386873459571 123623795878248 1852141679 1953390947 448345170275 
0,29113321704551794 28258992361726317 32481173182507373 110386638841198 121381806766191 128034844927346 125779936309106 121424789663855 
0,1702259052 1952937068 1936615789 
0,25956 
0,1684106343 29113321654083956 
0,7627127 1701669236 3166872515 114844899371366 
0,24932 6578541 29113321536775536 495723900791 
0,7453010356146105443 
0,1937207144 1871509513074325741926 121424957302128 521325014900 121399053283191 1685217640 482737482867 1702127982 1735287154 3158836 
1,7308895142603027827 2053731697 7235959 491328140659 2037280627 6583908 8243105135629395314 28549237879759203 30506450097824099 1796930728965501580641 1954047348 525755314541 237149237816 
0,2479203267 110386773516643 6578532 452655936111 
0,1685024615 1684956531 7891312 1702260588 7368564 120325462585186 
0,7173742 444234035047 1918985591 500136112243 495623039091 444234035047 1702125932 6841708 
0,7105641 1819042147 29113321804621165 
0,1735290732 121399052301670 491630061683 
0,7234318571485226354 474292268050116954582645 431198856033 
0,34177684928883046 29113321670665571 
0,32497640052978288 8020834 1953390947 7563629 1702260588 8035596225485418419442533361002 7305241469641912937 7020670319709218158 141965578423910109366284912 120265130733171 7881707685125649008 465491095141 107100955046512 7564909 107100955046512 111559349924713 1953394532 7563629 
0,7566698 114844899371366 29113321855609954 1919508840 114844899371366 125779969993060 
0,7566690 1702260588 
0,7106412 2003136107 125762756439908 435711603827 
1,1819042147 8243115018434082147 28538277257700723 2057904929767145547226013196379506 808466480 3749425 825438262 30804164411994161 7237495 474107080027869125113191 52983525122755 1752392035 52983525384899 435845427824 
1,126965162209140 1633972086 32495402090329454 875771447 7234316346692756851 28559167692432754 207051006659 110442424264050 448345170285 1819042147 58265483475180971493898288 29113321805280625 469919427683 1701080931 876099127 7237954635114312819 495623364978 521510350945 
0,8746382394089824627 133459203749235 34165556075327336 2147637574583020054884 
0,7239014 29113321703962213 
0,418430870888 7561575 521392779117 431348609639 111542271238510 1871368777754761127009 31355238714466663 7629154 
0,29113321804621165 1819042147 
0,7827319 7954791 7310012310740953446 111550524584053 
0,1702260589 7308895142552956781 
0,7235940 3166872515 7370105 7632227 1919508840 
0,24944 448344782188 6383713 
0,28520 1701669236 1701869940 
0,31078114724438371 493273890287579392797046 133472105361251 31078114724438371 1701344884 31073759527268964 
0,111546515943267 495857268071 1935961959 1684828008 
0,1701079400 1907970645706162138721 29113321737512299 7305804385369680228 
0,128017497481576 
1,110386840889714 111516298932077 32772479322582883 2219607758597959290119880890087287 1819042147 58298669816290141816698928 724353688932581835884322019966342629635208984614480456216432 2128608753464632635236 
0,7235940 1801678700 110369661609323 
0,32491047279027568 521610949747 
0,7453010356363947120 29661999481055331 
1,32760367514808163 521510348146 491327481455 478442449270 435644491888 3159351 28549272340885089 30243645579093358 1936615789 1718378856 435459551856 119165821019506 2110234914721125720419 521510348146 1819042147 64300760074859760017487920 
0,6582119 28259048195715683 7364967 1853322338 29301 32495402174277990 7627108 829257075 7959158 30506402751803507 1819044198 1936744807 29113321536647016 29301 495606194536 8023152 1953394532 28259048195715683 7364967 1936156012 
0,444234035047 482737482867 
0,32760384694743664 8319381499999188069 6449523 1936421729 1871653630409951831411 599334066491554013520327003222532464 7235952 465624460645 435710683251 7237970109966541168 
0,34177684928883046 7234309758397735272 1920231009 32481104126764388 1919247714 32199680689793123 119225917400432 2147777197205223796583 32497592574179429 461413904996 1953394532 435778318948 
1,206967186115 1935764856 110442424264050 29113321804882295 8243122740717776739 8749488501267784050 110386756151664 465491816300 111516298932077 2129618683495032517987 28559167692432754 206967186115 110442424264050 1819042147 59469760717540842938579248 
0,29113321804621165 7499124 
0,7106412 6579297 435459551347 7954788 
0,1701867368 499850244711 7954788 
0,7526762242069590640 126917918618725 125779869724525 110386891415920 499967813998 2036429424 133506532204902 
0,7105641 1802661751 
1,28556934595048048 858796082 32772547957449569 2147777197149639505011 3158072 474107652256613841137269 126943905804144 1819042147 60673854065265944183650352 540220495072354615256169 1701080931 215590975540 32481164391381093 57381588382002 
0,28542640894207341 499850244711 125823019609956 418380017257 461413904996 2037411937 2054842726 125779785441635 29113321788891491 6645601 
0,1953390947 1801677168 435644491888 7564400 1684956531 28542640894207341 
0,1819042147 32772522238176873 1819042147 
0,1651470960 
0,126879397077356 495891408231 110425477965171 
0,7453010352052729715 
0,7173485 444234035047 7957705984638611314 
0,7628147 6647662 32488822184109412 
0,119183001284462 7310012310857609075 
0,1684956531 500068610672 1937012079 24932 
0,521509365106 8023923 1952542057 1936553325 435744763442 478661274930 
0,1852993378 6582119 500085384297 1852993378 6582119 133507968133699239320317795 2003136107 7954788 32480047699161702 32199706527559526 
0,500068280676 29301 1819047270 140803950561622992848647021 29113321788762477 1684956531 
0,7561575 1752392035 8606223248749588340 
1,8243115018434082147 28538277257700723 36033721956449315520984804961 8751168585183552868 111516181425781 1819042147 64300741844287407715792688 478959722127293926303090 246470491963528422253938 
0,128021825744742 3166872515 1752460659 1685217635 24932 6907244 2479203267 435744764535 1752460659 1852270963 
0,29113321837913452 435728772968 
1,1700946274 435661072483 28258996957834611 8746382394089824627 499967813998 499850244711 28268879543625079 29113321788762477 28787 33868526480047977698113579382 1954047348 8392569456377738545 
0,2479203267 521375147378 1819042147 
0,1635214711 3158833 125780103885417 3487026 3682865 25197 
0,1685024615 444234033268 521515500515601310183267 30562 
0,7959155 500152557924 30574 
0,1819242339 1819043176 499967813998 435627582828 
